frame_idx,timestamp_sec,ir_bbox,ir_poly,depth_m,bbox_coords
285,14.499,61.66,61.69,0.013,"(217, 354, 320, 528)"
286,14.547,61.64,61.67,0.012,"(217, 354, 320, 528)"
287,14.594,61.66,61.69,0.013,"(217, 354, 320, 528)"
288,14.643,61.65,61.69,0.012,"(217, 354, 320, 528)"
289,14.691,61.62,61.65,0.003,"(217, 354, 320, 528)"
290,14.739,61.64,61.67,0.019,"(217, 354, 320, 528)"
291,14.786,61.60,61.63,0.012,"(217, 354, 320, 528)"
292,14.833,61.51,61.54,0.008,"(217, 354, 320, 528)"
293,14.878,61.60,61.64,0.013,"(217, 354, 320, 528)"
294,14.927,61.52,61.55,0.006,"(217, 354, 320, 528)"
295,14.974,61.59,61.63,0.017,"(217, 354, 320, 528)"
296,15.022,61.54,61.58,0.018,"(217, 354, 320, 528)"
297,15.067,61.62,61.65,0.028,"(217, 354, 320, 528)"
298,15.114,61.57,61.61,0.007,"(217, 354, 320, 528)"
299,15.163,61.73,61.76,0.019,"(217, 354, 320, 528)"
300,15.211,61.57,61.60,0.012,"(217, 354, 320, 528)"
301,15.262,61.71,61.75,0.003,"(217, 354, 320, 528)"
302,15.311,61.58,61.61,0.004,"(217, 354, 320, 528)"
303,15.360,61.70,61.73,0.009,"(217, 354, 320, 528)"
304,15.408,61.60,61.63,0.007,"(217, 354, 320, 528)"
305,15.459,61.73,61.76,0.005,"(217, 354, 320, 528)"
306,15.508,61.51,61.54,0.019,"(217, 354, 320, 528)"
307,15.553,61.57,61.60,0.010,"(217, 354, 320, 528)"
308,15.601,61.61,61.64,0.012,"(217, 354, 320, 528)"
309,15.648,61.72,61.75,0.017,"(217, 354, 320, 528)"
310,15.696,61.60,61.64,0.013,"(217, 354, 320, 528)"
311,15.744,61.74,61.78,0.014,"(217, 354, 320, 528)"
312,15.792,61.60,61.65,0.016,"(217, 354, 320, 528)"
313,15.840,61.73,61.76,0.015,"(217, 354, 320, 528)"
314,15.889,61.59,61.62,0.007,"(217, 354, 320, 528)"
315,15.936,61.76,61.80,0.014,"(217, 354, 320, 528)"
316,15.983,61.60,61.64,0.016,"(217, 354, 320, 528)"
317,16.031,61.70,61.73,0.017,"(217, 354, 320, 528)"
318,16.080,61.65,61.69,0.013,"(217, 354, 320, 528)"
319,16.128,61.75,61.79,0.009,"(217, 354, 320, 528)"
320,16.175,61.59,61.61,0.008,"(217, 354, 320, 528)"
321,16.225,61.70,61.74,0.014,"(217, 354, 320, 528)"
322,16.275,61.58,61.62,0.012,"(217, 354, 320, 528)"
323,16.323,61.69,61.73,0.012,"(217, 354, 320, 528)"
324,16.369,61.62,61.66,0.012,"(217, 354, 320, 528)"
325,16.415,61.74,61.78,0.013,"(217, 354, 320, 528)"
326,16.463,61.71,61.74,0.016,"(217, 354, 320, 528)"
327,16.510,61.72,61.76,0.010,"(217, 354, 320, 528)"
328,16.559,61.71,61.75,0.012,"(217, 354, 320, 528)"
329,16.606,61.73,61.77,0.012,"(217, 354, 320, 528)"
330,16.654,61.86,61.91,0.012,"(217, 354, 320, 528)"
331,16.703,61.88,61.94,0.023,"(217, 354, 320, 528)"
332,16.751,61.84,61.90,0.007,"(217, 354, 320, 528)"
333,16.799,61.74,61.81,0.005,"(217, 354, 320, 528)"
334,16.847,61.78,61.86,0.014,"(217, 354, 320, 528)"
335,16.896,61.75,61.82,0.007,"(217, 354, 320, 528)"
336,16.943,61.82,61.90,0.024,"(217, 354, 320, 528)"
337,16.991,61.75,61.82,0.013,"(217, 354, 320, 528)"
338,17.039,61.78,61.86,0.010,"(217, 354, 320, 528)"
339,17.086,61.72,61.79,0.015,"(217, 354, 320, 528)"
340,17.134,61.84,61.91,0.009,"(217, 354, 320, 528)"
341,17.182,61.73,61.81,0.016,"(217, 354, 320, 528)"
342,17.229,61.89,61.98,0.014,"(217, 354, 320, 528)"
343,17.276,61.68,61.77,0.015,"(217, 354, 320, 528)"
344,17.324,61.76,61.84,0.012,"(217, 354, 320, 528)"
345,17.372,61.61,61.70,0.015,"(217, 354, 320, 528)"
346,17.422,61.74,61.83,0.009,"(217, 354, 320, 528)"
347,17.469,61.61,61.68,0.008,"(217, 354, 320, 528)"
348,17.518,61.76,61.84,0.017,"(217, 354, 320, 528)"
349,17.566,61.63,61.72,0.018,"(217, 354, 320, 528)"
350,17.614,61.73,61.81,0.010,"(217, 354, 320, 528)"
351,17.664,61.56,61.65,0.016,"(217, 354, 320, 528)"
352,17.713,61.69,61.78,0.010,"(217, 354, 320, 528)"
353,17.761,61.53,61.60,0.057,"(217, 354, 320, 528)"
354,17.809,61.56,61.63,0.014,"(217, 354, 320, 528)"
355,17.855,61.41,61.48,0.006,"(217, 354, 320, 528)"
356,17.905,61.56,61.62,0.008,"(217, 354, 320, 528)"
357,17.953,61.51,61.57,0.010,"(217, 354, 320, 528)"
358,18.001,61.55,61.61,0.011,"(217, 354, 320, 528)"
359,18.049,61.49,61.56,0.013,"(217, 354, 320, 528)"
